6.0744406,45.3934726
5.9773523,45.4337691
5.8664744,45.2693836
5.7965125,45.2375922
5.8931619,45.1171487
5.9907289,45.4628848
6.0255,45.2232
5.8839432,45.2845907
5.9244034,45.273157
5.9780213,45.3426289
5.9689556,45.2881528
5.9778214,45.4026017
6.09529,45.4228
5.8995138,45.2256285
5.96212,45.3966
5.94734,45.2942
5.9309164,45.3240258
5.93266,45.2526
5.9308898,45.2789481
5.9920438,45.3698678
6.0866978,45.3232851
6.08859,45.4318
5.9515976,45.3592324
5.8603962,45.2151366
5.96427,45.2711
5.9107644,45.3060201
5.4812,45.1340
5.8811206,45.3109829
6.0204233,45.4327537
5.5214,45.1110
5.4929,45.1458
5.5300,45.1200
5.5021,45.0908
6.0158,45.2512
5.92682,45.2262
5.8490243,45.2566002
5.95104,45.373
5.9246904,45.2364294
5.9668316,45.3796447
5.5647,45.2425
5.9577176,45.3082543
5.9957494,45.3015475
